Balance,BillCycle,CardID,CardNumber,CardType,CreditLimit,CustomerID,ExpirationDate,InterestRate,IssueDate,Status
2579.3,Monthly,5484994126649239,2475568882079245,Visa,4761.2,439985,2026-06-20,11.07,2020-06-23,Closed
3532.4,Monthly,2703805058726500,4833549581650,Visa,3239.73,429563,2029-07-07,17.59,2022-06-27,Closed
2147.59,Monthly,2263346589162242,6572562099396529,MasterCard,3137.52,435257,2028-05-16,12.97,2024-04-30,Closed
3788.46,Quarterly,8127865145679626,2720189684596287,Visa,2799.5,416845,2026-03-25,16.63,2021-11-27,Suspended
3049.55,Monthly,7566733597610324,4536138428668,American Express,9447.03,406768,2027-08-07,11.53,2022-07-13,Active
4384.25,Quarterly,8234718933055514,180088128674493,Visa,2577.82,429072,2028-02-16,19.75,2021-06-05,Closed
3015.43,Monthly,7165814226220426,180099996975755,MasterCard,7717.28,440020,2026-11-01,19.56,2020-07-06,Suspended
1591.61,Monthly,5657300186543084,213165936354749,Visa,5958.3,407983,2026-11-23,12.78,2022-02-08,Active
4448.77,Quarterly,2282486392388303,180052319544121,MasterCard,5108.1,403694,2025-10-04,17,2022-09-11,Active
1396.89,Monthly,5360773348602902,6011654668413725,Visa,8448.56,403851,2026-10-22,13.99,2024-02-02,Suspended
2191.8,Quarterly,9665448136859139,6526311827795116,Visa,6218.13,410705,2029-03-19,13.85,2021-12-23,Closed
4562.15,Quarterly,6184494306940901,4188266081963392,MasterCard,9208.58,434193,2029-07-01,11.55,2020-10-23,Closed
2068.2,Quarterly,6656098785063141,2476312629147539,MasterCard,2903.1,448352,2027-04-23,14.52,2021-04-09,Active
2710.09,Monthly,7668846860627813,4158293046976067,American Express,6074.67,449881,2025-08-01,15.7,2023-09-14,Suspended
4426.43,Monthly,4161057944272638,2632498819145044,Visa,5329.2,443330,2028-11-01,18.78,2021-03-06,Closed
4570.59,Monthly,6586165560867685,3595719138887989,MasterCard,6055.31,447693,2029-05-20,11.41,2021-07-09,Closed
3535.38,Quarterly,6979105086920489,4326238535437185,MasterCard,3397.44,400686,2029-03-01,10.5,2023-10-21,Suspended
3024.42,Quarterly,5406299813252782,4930216357069705398,MasterCard,3932.76,435969,2029-02-13,14.97,2024-04-24,Active
2649.49,Quarterly,1862907419019293,2720932760080027,American Express,1836.87,412970,2026-10-22,16.08,2020-02-24,Active
4658.34,Quarterly,2487938510429297,3540555109054316,American Express,3543.32,413849,2029-04-21,15.75,2021-08-20,Closed
2561.62,Monthly,1413016146648520,4343361816222628,Visa,5676.91,432500,2026-01-30,19.45,2020-04-19,Active
684.73,Monthly,9583935480024235,3500372437944947,Visa,5494.2,423333,2027-08-11,19.11,2022-07-25,Closed
1925.39,Monthly,8238174873071663,4035723882356338,Visa,3646.01,412008,2027-10-16,17.97,2020-04-16,Closed
856.87,Quarterly,3173867266059542,180043055296349,MasterCard,3748.24,429900,2027-04-10,19.98,2021-11-27,Active
4203.69,Quarterly,7360497773141459,213185930183993,American Express,2166.3,449747,2026-01-29,14.66,2023-07-30,Active
390.43,Monthly,3084857154958097,6530312247656445,MasterCard,5811.39,447151,2029-04-16,10.29,2024-02-07,Closed
2686.22,Quarterly,7256461572188813,4925716047715110,MasterCard,9293.55,405562,2027-06-18,12.75,2020-01-25,Suspended
2609.98,Monthly,6212620398803238,4560246294333,American Express,5753.69,417480,2029-07-18,13.27,2024-07-28,Suspended
3379.57,Quarterly,2124365148579613,3588390620081124,American Express,3109.17,401904,2027-07-26,13.6,2023-01-13,Active
847.73,Monthly,9745818171729500,340870236650649,American Express,1792.28,449863,2028-07-01,18.1,2023-01-18,Closed
618.48,Quarterly,1978839827806606,30432659570039,MasterCard,9955.26,423261,2028-03-07,16.82,2024-06-25,Suspended
1390.04,Monthly,5460735303737691,30139844772038,American Express,7774.41,445788,2029-07-09,16.4,2021-09-22,Closed
4433.78,Monthly,6108406562213949,3555501466698198,MasterCard,4221.37,400628,2026-10-02,11.65,2022-10-14,Suspended
426.03,Monthly,9953846426920679,4395056664750772,American Express,5088.21,440002,2028-12-18,16.57,2022-08-27,Active
3964.74,Quarterly,3389024622366654,30261221922778,Visa,9836.54,408946,2029-05-28,17.85,2023-03-17,Suspended
2884.11,Quarterly,2178938974607004,213124897824489,MasterCard,1191.78,417480,2026-03-08,15.72,2021-05-17,Closed
414.66,Monthly,7455831358962452,213159380790227,MasterCard,6994.78,414154,2026-06-14,15.63,2020-10-30,Suspended
3513.78,Monthly,6246214970597706,3577396100691269,American Express,2676.62,426924,2025-12-09,14.55,2022-04-21,Active
1899.58,Quarterly,8971511856399363,4462300989942,MasterCard,5888.18,434749,2027-03-02,14.03,2023-09-26,Suspended
558.77,Quarterly,2358014738702707,3508758615081340,Visa,1365.54,449309,2027-11-19,19.33,2020-03-24,Suspended
3672.44,Monthly,4852113354021940,4166542189059903,American Express,8143.6,411571,2026-04-08,13.92,2023-04-19,Closed
657.89,Monthly,7381209715022455,4959042839784638508,Visa,9865.95,426399,2028-02-16,14.7,2022-08-01,Closed
3426.56,Monthly,3672352909566547,38953071481622,Visa,4036.81,418061,2027-08-06,13.81,2022-02-14,Active
4531.17,Quarterly,6395499040945774,6582774114114724,American Express,7130.18,419786,2029-03-22,19.6,2023-11-19,Closed
3851.95,Monthly,7302835895167855,6531624610074942,MasterCard,3015.71,439630,2027-10-19,13.79,2023-08-31,Active
2536.42,Monthly,8987337513548970,4173475038654059978,Visa,6616.74,419892,2026-05-18,10.42,2020-09-03,Closed
3213.5,Quarterly,8854209254695416,676149154483,American Express,2388.29,436493,2029-06-15,18.4,2021-05-31,Active
633.37,Quarterly,1132433279993562,4442395981951454,Visa,7790,445263,2027-04-16,10.33,2021-09-17,Active
4659.73,Monthly,1901756068037224,372180128093960,American Express,2013.23,401153,2026-02-02,13.23,2023-08-12,Closed
1467.36,Quarterly,7560126476265489,213108818621785,American Express,6204.44,420126,2028-07-22,15.91,2022-02-08,Active
4764.4,Monthly,7410377073218279,060405220470,American Express,9634.33,448688,2028-08-19,18.25,2021-11-28,Suspended
683.59,Monthly,4799299802976224,3595130759806656,American Express,5927.86,447791,2027-12-12,10.8,2020-08-28,Active
3778.16,Monthly,7871021966916807,3537760976878897,Visa,6312.08,400838,2028-08-09,17.68,2023-04-10,Closed
4890.23,Quarterly,3747226491268095,5564496911389952,Visa,6831.22,443295,2029-06-28,19.37,2024-06-30,Active
4572.13,Monthly,8596837141117786,4507216406278220693,Visa,4388.53,409995,2026-12-01,16.79,2022-09-18,Closed
3956.03,Quarterly,1906802208036900,4536970416813,American Express,3072.93,411940,2027-09-15,11.57,2022-04-02,Suspended
2815.11,Monthly,6251896927521283,2289675577689000,MasterCard,8236.26,427229,2029-04-23,15.44,2020-04-09,Closed
4809.14,Monthly,3088434933866705,2248601250484014,MasterCard,7157.67,438619,2028-10-07,17.76,2020-04-25,Active
635.48,Monthly,5912294040009581,4542081244351661,MasterCard,8505.08,443688,2027-05-14,13.49,2022-10-25,Suspended
4547.82,Quarterly,9820461541948314,4376699112579,American Express,7840.1,408788,2026-01-04,17.66,2022-08-11,Closed
2374.9,Monthly,9011346534522665,3526814379062766,American Express,3099.84,429264,2028-11-07,11.4,2023-04-02,Active
1164.11,Monthly,7338419561971184,3556060051066286,American Express,4734.29,411299,2026-06-24,14.4,2021-06-14,Closed
4179.83,Quarterly,9840888468559870,4814522787659030275,American Express,3093.52,430200,2028-11-14,18.1,2024-03-10,Closed
2028.01,Monthly,7757731215080171,4438258774063554,Visa,2174.95,400533,2029-03-21,12.6,2022-04-18,Closed
3945.26,Monthly,7638846494326382,4033466011544815443,American Express,7981.62,431408,2028-10-09,10.47,2020-05-14,Suspended
3318.11,Quarterly,4171666219521914,6011365085654300,Visa,5823.84,435755,2028-02-08,16.91,2022-01-03,Closed
748.62,Monthly,6904779474583685,6556863565716590,MasterCard,4616.94,401597,2028-04-25,10.98,2022-07-07,Closed
3665.72,Monthly,8402828928266227,676249785145,MasterCard,9132.34,412877,2029-03-10,18.09,2022-01-10,Suspended
4293.65,Monthly,6312375161456287,342820278125198,MasterCard,7181.89,404182,2025-11-02,10.2,2023-10-22,Active
2929.7,Quarterly,8884874540695481,4285318294033,American Express,8518.21,422355,2027-01-26,17.37,2021-06-03,Active
845.66,Quarterly,3999576229005209,3501351444375302,American Express,6214.12,446880,2028-02-28,14.29,2020-04-22,Active
1968.52,Monthly,3007672834485232,4960534714920772,MasterCard,7483.04,445384,2027-06-06,16.77,2020-04-17,Closed
185.57,Monthly,4081724354456150,3593440906408302,American Express,6614.4,405442,2028-03-06,18.74,2023-11-11,Suspended
4529.1,Monthly,7702303587236724,180042869983837,Visa,9670.3,410918,2028-03-31,19.03,2021-10-29,Closed
3440.7,Quarterly,8178750394618889,213173602214296,MasterCard,9536.61,413672,2028-09-04,14.6,2023-06-20,Active
4821.59,Quarterly,9681359815733776,376249424112539,American Express,7784.2,445157,2029-05-09,19.73,2021-01-17,Closed
878.38,Monthly,8209231353500773,30322363879596,American Express,9794.5,407447,2025-09-10,13.02,2020-08-09,Suspended
1509.66,Monthly,2442536273718195,4686354236201763137,MasterCard,7433.01,438804,2028-05-08,18.5,2021-04-01,Suspended
371.51,Monthly,5913048875453376,341884563028955,Visa,8072.27,407076,2027-01-17,19.87,2020-01-04,Closed
981.18,Monthly,5137301424890600,676114914937,American Express,4741.4,410008,2025-12-12,13.27,2020-07-22,Active
2233.1,Monthly,9524557224270871,3598909383682709,Visa,3045.71,423490,2026-08-12,14.08,2024-02-11,Suspended
2099.52,Quarterly,2344096269120796,3589564009920438,MasterCard,5124.53,409946,2027-07-01,16.52,2021-06-12,Suspended
2435.44,Monthly,2315287814710679,6011096453444285,MasterCard,4996.66,448117,2027-01-01,11.57,2021-11-14,Suspended
4640.25,Quarterly,5946753867242163,570438711733,Visa,1866.21,429942,2029-02-16,16.3,2020-11-07,Active
4068.28,Monthly,4581086406748910,4603063445038590,MasterCard,4513.55,412689,2029-01-27,17.58,2022-06-01,Active
770.58,Quarterly,5611699943860046,3545321601149715,American Express,5619.71,412434,2028-01-13,19.21,2023-03-26,Closed
2969.45,Quarterly,6948773768877519,2700849548442564,MasterCard,4307.46,423647,2029-05-29,15.11,2023-10-12,Closed
907.7,Quarterly,1533724703315699,561487152200,Visa,8456.82,419142,2029-01-16,15.93,2021-11-04,Active
4809.08,Monthly,2095871158126016,4682035552789944436,Visa,8754.48,409266,2028-11-29,11.65,2022-12-04,Suspended
3008.35,Monthly,7863839063979255,4556309518410,Visa,9947.47,420480,2027-11-23,13.49,2023-12-11,Closed
3970.65,Quarterly,8920999240197693,4461996811444,American Express,3917.5,429464,2026-03-29,10.92,2021-08-02,Suspended
288.21,Monthly,5744189046619117,342573677260716,MasterCard,8187.68,400873,2028-03-29,11.39,2021-08-31,Active
1765.81,Monthly,6411313295018934,30335659013472,Visa,2191.17,441468,2026-04-19,13.06,2021-03-08,Closed
2981.94,Monthly,8914455999694959,630470731773,American Express,4552.94,448354,2026-06-03,13.12,2024-02-13,Active
835.94,Monthly,5081370805501203,2283372706672869,Visa,9446.95,447882,2026-11-01,19.31,2024-05-05,Closed
3714.85,Quarterly,5997579237110882,4126473731882,American Express,2120.78,434695,2026-01-18,15.83,2021-02-15,Closed
791.95,Monthly,8868671513232245,340788482364592,American Express,3418.91,412945,2029-05-14,11.84,2024-06-27,Suspended
4681.35,Quarterly,9782487369002266,4023917532600103,Visa,6193.63,400041,2029-01-27,19.78,2023-03-09,Closed
227.36,Monthly,5787937224279849,4379411594223707,American Express,8156.21,421692,2028-04-21,11.89,2023-08-31,Active
944.78,Quarterly,5003185106071854,4753662956637522,Visa,9456.86,401944,2029-02-17,12.04,2020-10-29,Suspended
3639.3,Quarterly,3069084377988404,4163202131292630,MasterCard,8539,440044,2027-10-05,16,2022-10-11,Suspended
2763.43,Quarterly,4753633137771592,4041578699728380,American Express,9852.41,406893,2026-08-22,10.87,2021-08-07,Active
3424.62,Quarterly,8433853172501140,2720436226406552,Visa,9781.71,436849,2027-06-23,18.88,2024-06-03,Suspended
576.64,Monthly,3079734586287391,3572817250866331,Visa,2531.52,409439,2027-03-28,15.44,2023-01-24,Active
3830.65,Monthly,6926789218623414,3542092889003535,MasterCard,9898.24,410614,2027-03-28,14.65,2020-03-13,Active
1337.49,Quarterly,3048044053296827,38421064797024,Visa,8683.78,430451,2029-03-09,17.47,2022-08-27,Suspended
2885.56,Quarterly,7856720382080631,4087065548497013915,American Express,9667.24,438985,2028-03-30,11.22,2020-02-12,Active
1450.1,Monthly,8991276238973632,213196685310798,MasterCard,3239.55,423281,2028-06-26,19.18,2023-07-12,Suspended
78.62,Quarterly,9763694328366207,3540125383238256,MasterCard,6227.67,408503,2026-09-09,19.36,2023-09-13,Closed
998.65,Quarterly,7867916916898004,4357031571438890967,Visa,2600.5,403146,2026-09-03,14.14,2023-08-17,Active
1210.02,Monthly,4978387141828000,30288825178796,MasterCard,6131.89,421591,2026-08-18,14.76,2024-03-14,Suspended
2690.55,Monthly,7989307285704634,2720787874451500,MasterCard,1002.27,426707,2027-08-23,16.26,2020-02-28,Closed
3795.54,Monthly,6292085674155998,4743471193392,Visa,1597.79,400216,2028-04-28,19.08,2020-11-26,Active
2324.21,Monthly,9544201396627887,213150097159186,MasterCard,2658.89,417993,2029-07-02,15.38,2022-11-16,Suspended
2232.05,Quarterly,1267090366249466,586908362054,American Express,1381.12,418312,2027-05-31,12.78,2020-11-08,Closed
4432.35,Quarterly,8685629306135164,370406696023804,MasterCard,3050.51,412363,2029-06-17,18.22,2022-05-30,Suspended
2450.51,Monthly,7768664170191484,340560736731359,MasterCard,1117.22,402021,2029-04-06,13.28,2023-06-21,Active
503.54,Monthly,5760364461418020,213181130620496,American Express,6058.35,448758,2025-09-21,18.53,2021-07-27,Closed
861.69,Quarterly,3622188612581211,6011623280565097,American Express,9090.25,432040,2027-04-19,17.45,2023-05-26,Active
1268.84,Quarterly,8229415199935598,060456839442,American Express,9918.02,447671,2027-08-19,19.09,2020-12-03,Suspended
2197.47,Monthly,5605487233750384,3589982563434127,Visa,6844.36,428862,2029-04-23,18.37,2022-07-26,Suspended
2237.41,Quarterly,3620754836748242,373878684222001,MasterCard,3115.47,433613,2027-10-15,15.16,2020-01-17,Active
4925.27,Monthly,3189165870857939,346347251796213,Visa,4260.86,435072,2025-10-09,18.95,2023-05-15,Closed
1965.94,Monthly,7908769833743710,6011000414729917,Visa,8804.62,432230,2027-03-07,19,2023-03-13,Closed
421.24,Quarterly,6816874928853965,180054419176267,MasterCard,8875.66,407622,2026-05-11,13.77,2020-11-05,Closed
3915.61,Monthly,2553231496383211,6011561965259414,Visa,4828.36,413910,2027-12-19,19.45,2020-06-07,Closed
2262.41,Monthly,1022330101813746,5353284383182252,American Express,7034.45,424980,2027-05-17,11.17,2024-02-09,Suspended
791.51,Quarterly,7107505518828590,377179950726080,Visa,1024.07,414620,2028-03-26,19.52,2023-02-05,Closed
677.43,Monthly,1182360829139629,6011051059430709,MasterCard,4173.24,441602,2026-02-03,16.29,2021-08-30,Closed
2668.63,Quarterly,9684060608402777,4776077643711270,Visa,2594.08,423478,2028-12-23,16.24,2021-11-03,Suspended
4657.74,Quarterly,5549720903596195,3538494482125309,American Express,2061.57,422998,2028-03-21,13.8,2022-03-29,Active
3788.7,Quarterly,5910382468033018,4655831091761,American Express,9707.65,436075,2026-12-07,16.96,2022-04-30,Active
4478.32,Quarterly,8856854462466156,4871935751396,American Express,9975.44,401759,2028-10-30,18.7,2020-03-01,Active
2163.46,Quarterly,4061593234667297,30127710263463,Visa,3192.24,422279,2026-02-12,16.16,2020-02-27,Suspended
3866.57,Quarterly,8847597769807647,4385118339972785986,MasterCard,5442.23,431145,2026-01-12,18.4,2021-10-27,Active
4823.79,Quarterly,1650401236288954,6011909861097612,Visa,5202.57,426989,2029-03-28,15.65,2022-08-19,Closed
1606.02,Quarterly,3429336870625739,3568346473948979,MasterCard,7367.53,429789,2026-10-02,18.8,2022-12-01,Closed
3484.16,Monthly,8830519277334199,4707360087761579,American Express,6755.82,436495,2026-11-25,18.19,2020-11-21,Suspended
3331.36,Quarterly,7357695559993406,370600413797589,MasterCard,1672.77,446506,2027-04-21,18.82,2022-12-05,Closed
655.76,Monthly,7674137853275926,4847572414991352684,American Express,1756.35,431558,2028-07-29,10.89,2023-05-25,Closed
3298.55,Monthly,1001809547747889,6565710828158103,American Express,8906.91,431262,2027-09-28,19.5,2023-10-10,Suspended
1217.08,Monthly,3619153011236033,501810663028,American Express,1064.44,400512,2028-12-08,18.29,2021-11-20,Active
624.72,Quarterly,2089640149648261,4140001026190802219,MasterCard,5221.15,449416,2029-03-30,13.25,2020-09-18,Suspended
3023.41,Monthly,3009733493603490,675976900232,American Express,7816.28,433455,2027-09-21,16.77,2021-06-12,Suspended
3510.65,Quarterly,3449519765232235,2268009456188402,MasterCard,7172.2,446012,2029-06-15,10.66,2020-07-14,Closed
1992.54,Monthly,7972291247119836,213105461626657,American Express,1003.81,429527,2026-11-06,15.42,2023-10-20,Active
3508.18,Quarterly,7905678169441268,3523564276877336,Visa,4713.84,415308,2026-10-24,17.76,2021-07-10,Closed
704.72,Quarterly,8990824690781650,30221811390091,American Express,3999.66,404643,2026-12-25,12.42,2021-03-23,Suspended
3537.73,Monthly,8913711092990393,213102577378190,American Express,9814.81,448536,2026-03-08,10.82,2021-08-01,Suspended
3977.58,Quarterly,3479923104216511,38901722542714,American Express,2177.39,449617,2028-01-22,16.86,2021-07-30,Active
35.84,Quarterly,5907531597432577,213128423982737,American Express,9367.23,428158,2026-06-22,10.11,2023-07-04,Closed
4543.03,Monthly,5399764772105087,30050907744451,American Express,4226.26,408845,2028-09-13,17.02,2023-04-22,Active
1210.25,Monthly,7743244481535137,341165136864278,Visa,6757.6,425360,2029-05-27,18.85,2022-11-29,Active
3171.5,Quarterly,4035527185175507,4184019290399450,Visa,7274.79,405056,2027-09-04,13.05,2024-07-15,Closed
4490.26,Quarterly,4078259363225704,180003799504853,American Express,8778.47,433844,2025-12-03,10.36,2024-04-01,Suspended
373.82,Monthly,8957607514760596,378521900561787,American Express,2975.58,445152,2025-12-12,15.25,2021-04-26,Active
301.18,Monthly,2744979993047648,5216560892412448,Visa,2666.71,427015,2029-02-12,13.75,2021-11-17,Active
3699.42,Monthly,4284743650515397,4393770998263334,MasterCard,4544.4,414346,2027-10-18,13.48,2021-08-10,Closed
769.18,Quarterly,8629681226920010,343747430435620,MasterCard,6466.21,430606,2027-03-22,17.42,2021-08-18,Active
3244.35,Quarterly,8953994157739502,213195850846669,American Express,5322.17,404777,2029-03-26,14.43,2022-08-20,Active
3780.84,Monthly,1356332533960343,345602030405762,MasterCard,2632.8,449666,2027-04-25,10.67,2020-11-11,Suspended
1724.11,Monthly,3228971005477915,4375708425195721,Visa,5489.11,436299,2028-02-21,10.13,2023-04-25,Closed
2351.01,Quarterly,6528504798309731,676228491830,Visa,5502.86,433415,2027-09-03,15.71,2021-09-17,Closed
4913.99,Monthly,7390747073818761,4969151760924722,MasterCard,3354.1,431884,2026-12-04,11.86,2023-07-27,Closed
3732.3,Quarterly,1582446758623623,30498667747497,American Express,7536.01,408677,2026-05-26,19.26,2021-05-04,Active
1606.1,Monthly,1728154893808705,36363687271270,American Express,2835.62,430025,2028-01-05,11.08,2021-12-26,Suspended
2073.21,Monthly,7001211516021034,2234223837925918,MasterCard,9347.03,414811,2027-05-17,12.26,2024-02-08,Active
4917.28,Quarterly,7907967800552129,2710970990973951,American Express,9576.88,444657,2028-06-01,18.58,2020-11-18,Suspended
1323.45,Monthly,7867631779146282,4385192324473141,MasterCard,7440.9,428337,2028-09-14,14.82,2021-11-10,Active
2002.96,Monthly,9463132351392307,6540576806737683,Visa,5660.14,416578,2027-08-07,13.02,2021-02-17,Active
3485.49,Monthly,1378158612608263,4571165627660782,Visa,3345.57,429672,2028-05-28,19,2020-08-26,Active
3214.48,Monthly,5332477091654618,5174143295216581,American Express,9162.73,400741,2026-06-08,11.52,2020-07-07,Closed
3227.01,Quarterly,3112671621676583,2273857095581517,American Express,2786.51,400545,2025-11-25,15.69,2021-12-12,Suspended
914.87,Quarterly,2759140855585754,4514135195481424,Visa,1854.7,420482,2027-11-30,11.59,2023-05-03,Suspended
4642.7,Monthly,2383479333839115,2409894878734093,Visa,2898.73,431986,2028-11-25,10.09,2020-05-26,Suspended
1125.23,Quarterly,8203551021946489,4619084720542,American Express,6279.87,417862,2029-02-14,14.47,2024-01-11,Closed
2125.62,Monthly,9238817015905416,3522018240132519,Visa,9357.78,448988,2028-10-20,16.68,2023-06-26,Active
4773.4,Monthly,1716049045043240,4695092784496878,Visa,4035.72,400118,2027-08-29,14.88,2020-03-01,Suspended
2592.64,Monthly,9609806259566593,4435706114452259864,Visa,3269.75,411839,2029-06-21,10.84,2021-12-31,Suspended
2651.37,Monthly,1026235511971541,3574012518856930,MasterCard,6157.2,417242,2029-02-03,12.16,2023-01-15,Suspended
1986.87,Quarterly,6321245498645734,4141754110642479243,Visa,5876.12,411551,2028-07-21,12.02,2020-07-08,Closed
4680,Quarterly,3955719687432558,3575152324371481,American Express,8236.05,413614,2028-07-17,15.51,2020-01-31,Active
1521.3,Monthly,8269088228285589,3503720566597539,Visa,4946.55,432205,2027-02-09,15.08,2021-03-21,Active
3184.69,Monthly,2684894382377047,2229098447901500,American Express,2308.59,439026,2028-08-11,10.54,2023-01-26,Suspended
819.53,Quarterly,3273703477907607,3541223844864080,MasterCard,7209.4,427517,2026-05-20,17.93,2023-11-08,Suspended
102.02,Quarterly,4195317215526442,3518956739983163,American Express,7202.29,449304,2027-03-27,19.93,2024-02-06,Suspended
3453.56,Quarterly,4733710688910351,4293161610276014,American Express,9253.25,439804,2027-04-27,16.36,2021-07-03,Active
254.54,Quarterly,2352225282186382,4178998171813,Visa,3894.2,419093,2028-11-11,12.76,2021-09-15,Active
3702.47,Monthly,8578468636743160,30544705872340,Visa,5398.71,420756,2026-02-18,18.99,2023-01-17,Active
2806.95,Quarterly,8792483637314100,4960860547432155851,American Express,4372.66,437506,2028-12-15,12.01,2022-01-04,Suspended
4935.46,Quarterly,7218994224543778,213128294458429,American Express,3251.08,411807,2029-06-04,19.34,2021-07-17,Suspended
2450.75,Monthly,4584786954345153,582428195082,Visa,3011.3,402866,2026-07-30,11.05,2023-02-28,Suspended
397.36,Quarterly,9032522479863001,374745900405174,Visa,9535.3,427986,2025-09-11,19.37,2024-03-15,Suspended
3950.81,Quarterly,3588108471189382,4396917887981412,MasterCard,5977.11,428954,2026-02-27,10.1,2021-07-31,Active
2555.45,Monthly,2311156389218876,377845985553968,American Express,1639.89,431864,2026-06-28,12.44,2021-09-09,Suspended
1443.56,Quarterly,5072150808524497,4876763431816626033,Visa,8528.43,442711,2026-12-30,15.54,2021-10-21,Closed
42.69,Monthly,5467780256074669,4056017885322163,American Express,9550.65,413818,2028-08-04,17.36,2021-06-18,Suspended
1103.95,Quarterly,3494409106151687,3531780616303128,MasterCard,4943.53,419465,2027-05-24,18.47,2022-08-01,Suspended
2430.82,Quarterly,8113516543145320,341827488219712,MasterCard,7065.4,445298,2029-03-04,14.14,2020-04-23,Closed
3419.51,Monthly,9006428718223220,180038877796187,Visa,6984,415981,2028-01-24,10.39,2023-10-04,Suspended
1553.04,Quarterly,1597436466970501,36283963963301,MasterCard,5119.15,425304,2027-08-11,19.96,2023-03-26,Active
220.89,Monthly,6727856208021929,180038792293286,MasterCard,9710.2,418540,2027-05-25,14.2,2020-12-27,Suspended
3163.11,Monthly,8980914239689136,180087408277845,Visa,8802.98,439556,2029-04-16,13.29,2020-06-05,Active
4511.35,Monthly,7749104989929134,4209139177990691,American Express,2066.5,431103,2027-09-16,10.7,2024-04-30,Suspended
2462.29,Quarterly,6896815739043452,6556299849483501,American Express,2525.86,426567,2026-10-06,17.05,2021-01-30,Active
4576.77,Quarterly,2519100294796605,6586038593739732,MasterCard,2433.83,421152,2028-06-16,13.11,2022-04-03,Active
2583.81,Quarterly,8408874574370245,213162903332949,Visa,8534.52,412636,2027-09-18,15.95,2023-10-22,Active
3077.88,Monthly,7685412186753961,347374698279438,Visa,2169.78,449461,2026-07-13,19,2020-09-22,Suspended
795.34,Monthly,6839090146058285,2245289748108107,Visa,4985.62,417240,2028-10-09,11.59,2020-05-16,Active
3903.83,Quarterly,8071355321364086,3545925631959560,American Express,5454.42,437173,2028-06-27,12.46,2022-09-11,Active
3559.2,Quarterly,5997510881760832,4052654117946734,Visa,2365.71,401638,2026-01-02,19.2,2021-01-06,Closed
4705.23,Quarterly,1665786819045566,30530133863647,American Express,1560.86,425295,2026-11-30,13.77,2022-08-20,Closed
4171.7,Monthly,7069450363414312,4944919626262986,MasterCard,1104.81,438629,2026-01-26,15.78,2022-04-14,Closed
2190.59,Quarterly,1011332504365248,3514217155709234,American Express,4062.82,427973,2029-02-20,19.02,2020-09-03,Closed
2069.66,Monthly,9813814083978523,4743231051083421,Visa,8014.53,427111,2025-10-14,14.48,2023-05-11,Active
3153.74,Quarterly,2081375456915370,6575018604046072,MasterCard,3270.44,448984,2027-11-11,11.37,2022-08-18,Suspended
1391.1,Quarterly,3512223496391900,630470964069,Visa,8588.41,447035,2027-12-04,15.82,2021-10-19,Closed
1280.11,Quarterly,3618975979641842,4624624765767,American Express,1663.86,417803,2026-01-25,18.35,2022-05-11,Active
2294.03,Monthly,4814469540005623,6577792232461873,Visa,9325.94,421007,2028-11-19,14.6,2023-06-01,Closed
2835.27,Monthly,6575117747737553,6011087774483060,American Express,4347.23,436243,2029-07-22,13.87,2022-04-27,Active
966.35,Quarterly,5473253277714164,502012921842,Visa,7103.17,438359,2027-01-12,18.1,2022-07-03,Closed
1365.95,Quarterly,9633236586132873,4551945576589544,MasterCard,5304.82,410887,2028-05-17,17.29,2021-06-24,Active
260.84,Quarterly,5412281001347032,3518741742509415,Visa,4497.22,426557,2029-05-29,18.68,2023-12-30,Active
1434.92,Monthly,7986243592938574,3597173483662100,American Express,5774.1,413264,2028-05-14,12.6,2020-11-12,Active
1043.08,Quarterly,5787111444723624,6011342659301527,Visa,6349.88,428584,2028-10-24,19.48,2023-07-04,Closed
2360.26,Quarterly,3579091104507369,30505347334825,Visa,1082.1,448398,2027-01-29,16.52,2023-03-11,Active
2665.64,Quarterly,2599740873722405,4987658137256412,Visa,3852.05,443649,2029-06-08,11.56,2024-02-04,Suspended
3196.31,Quarterly,8955478893691834,2296164381872376,Visa,9790.9,401868,2027-05-24,13.97,2022-05-20,Suspended
1018.73,Monthly,1360561981367250,4350526414221558,MasterCard,9663.3,417087,2028-08-17,14.07,2022-07-23,Closed
6.11,Monthly,3301176798598040,4469254393932619971,Visa,6964.21,404019,2026-02-16,17.47,2020-11-24,Suspended
1869.19,Quarterly,2243883447257120,213114383091339,American Express,4418.81,406801,2028-07-04,18.45,2021-12-20,Closed
3468.97,Quarterly,2790821580231610,3537300802202945,American Express,3584.63,436181,2028-08-27,18.97,2020-02-14,Active
4231.46,Monthly,9934365113090525,2224062316798731,MasterCard,3881.31,420442,2027-03-04,12.03,2023-09-15,Closed
1806.18,Quarterly,5805162556712088,6011343646193175,MasterCard,1156.53,409878,2027-07-13,16.44,2023-10-26,Suspended
2745.72,Quarterly,8028430173424060,3557618899012918,Visa,9100.96,409470,2026-11-21,16.49,2020-06-08,Active
4791.57,Quarterly,8073670062794951,30570374419022,American Express,9902.95,407063,2028-02-10,16.72,2023-04-04,Suspended
4918.37,Monthly,8981858966750805,501878188165,American Express,4309.97,435102,2026-03-21,10.16,2024-06-20,Suspended
4961.45,Quarterly,5871284109483135,213163016550740,Visa,4811.22,420029,2028-04-15,13.73,2021-06-29,Closed
